# h	k	l			DE/EP	Eback-scattering (eV)					
17	13	-13	627		6.26280276516695E-09	28582.1085364934
17	-13	13	627		6.26280276516695E-09	28582.1085364934
17	-13	-13	627		6.26280276516695E-09	28582.1085364934
-17	13	13	627		6.26280276516695E-09	28582.1085364934
-17	13	-13	627		6.26280276516695E-09	28582.1085364934
-17	-13	13	627		6.26280276516695E-09	28582.1085364934
-17	-13	-13	627		6.26280276516695E-09	28582.1085364934
17	17	7	627		6.26280276516695E-09	28582.1085364934
17	17	-7	627		6.26280276516695E-09	28582.1085364934
17	-17	7	627		6.26280276516695E-09	28582.1085364934
17	-17	-7	627		6.26280276516695E-09	28582.1085364934
-17	17	7	627		6.26280276516695E-09	28582.1085364934
-17	17	-7	627		6.26280276516695E-09	28582.1085364934
-17	-17	7	627		6.26280276516695E-09	28582.1085364934
-17	-17	-7	627		6.26280276516695E-09	28582.1085364934
17	7	17	627		6.26280276516695E-09	28582.1085364934
17	7	-17	627		6.26280276516695E-09	28582.1085364934
17	-7	17	627		6.26280276516695E-09	28582.1085364934
17	-7	-17	627		6.26280276516695E-09	28582.1085364934
-17	7	17	627		6.26280276516695E-09	28582.1085364934
-17	7	-17	627		6.26280276516695E-09	28582.1085364934
-17	-7	17	627		6.26280276516695E-09	28582.1085364934
-17	-7	-17	627		6.26280276516695E-09	28582.1085364934
23	7	7	627		6.26280276516695E-09	28582.1085364934
23	7	-7	627		6.26280276516695E-09	28582.1085364934
23	-7	7	627		6.26280276516695E-09	28582.1085364934
23	-7	-7	627		6.26280276516695E-09	28582.1085364934
-23	7	7	627		6.26280276516695E-09	28582.1085364934
-23	7	-7	627		6.26280276516695E-09	28582.1085364934
-23	-7	7	627		6.26280276516695E-09	28582.1085364934
-23	-7	-7	627		6.26280276516695E-09	28582.1085364934
25	1	1	627		6.26280276516695E-09	28582.1085364934
25	1	-1	627		6.26280276516695E-09	28582.1085364934
25	-1	1	627		6.26280276516695E-09	28582.1085364934
25	-1	-1	627		6.26280276516695E-09	28582.1085364934
-25	1	1	627		6.26280276516695E-09	28582.1085364934
-25	1	-1	627		6.26280276516695E-09	28582.1085364934
-25	-1	1	627		6.26280276516695E-09	28582.1085364934
-25	-1	-1	627		6.26280276516695E-09	28582.1085364934
7	17	17	627		6.26280276516695E-09	28582.1085364934
7	17	-17	627		6.26280276516695E-09	28582.1085364934
7	-17	17	627		6.26280276516695E-09	28582.1085364934
7	-17	-17	627		6.26280276516695E-09	28582.1085364934
-7	17	17	627		6.26280276516695E-09	28582.1085364934
-7	17	-17	627		6.26280276516695E-09	28582.1085364934
-7	-17	17	627		6.26280276516695E-09	28582.1085364934
-7	-17	-17	627		6.26280276516695E-09	28582.1085364934
7	23	7	627		6.26280276516695E-09	28582.1085364934
7	23	-7	627		6.26280276516695E-09	28582.1085364934
7	-23	7	627		6.26280276516695E-09	28582.1085364934
7	-23	-7	627		6.26280276516695E-09	28582.1085364934
-7	23	7	627		6.26280276516695E-09	28582.1085364934
-7	23	-7	627		6.26280276516695E-09	28582.1085364934
-7	-23	7	627		6.26280276516695E-09	28582.1085364934
-7	-23	-7	627		6.26280276516695E-09	28582.1085364934
7	7	23	627		6.26280276516695E-09	28582.1085364934
7	7	-23	627		6.26280276516695E-09	28582.1085364934
7	-7	23	627		6.26280276516695E-09	28582.1085364934
7	-7	-23	627		6.26280276516695E-09	28582.1085364934
-7	7	23	627		6.26280276516695E-09	28582.1085364934
-7	7	-23	627		6.26280276516695E-09	28582.1085364934
-7	-7	23	627		6.26280276516695E-09	28582.1085364934
-7	-7	-23	627		6.26280276516695E-09	28582.1085364934
12	2	22	632		8.32892282311209E-09	28695.845987593
12	2	-22	632		8.32892282311209E-09	28695.845987593
12	-2	22	632		8.32892282311209E-09	28695.845987593
12	-2	-22	632		8.32892282311209E-09	28695.845987593
12	22	2	632		8.32892282311209E-09	28695.845987593
12	22	-2	632		8.32892282311209E-09	28695.845987593
12	-22	2	632		8.32892282311209E-09	28695.845987593
12	-22	-2	632		8.32892282311209E-09	28695.845987593
-12	2	22	632		8.32892282311209E-09	28695.845987593
-12	2	-22	632		8.32892282311209E-09	28695.845987593
-12	-2	22	632		8.32892282311209E-09	28695.845987593
-12	-2	-22	632		8.32892282311209E-09	28695.845987593
-12	22	2	632		8.32892282311209E-09	28695.845987593
-12	22	-2	632		8.32892282311209E-09	28695.845987593
-12	-22	2	632		8.32892282311209E-09	28695.845987593
-12	-22	-2	632		8.32892282311209E-09	28695.845987593
14	20	6	632		8.32892282311209E-09	28695.845987593
14	20	-6	632		8.32892282311209E-09	28695.845987593
14	-20	6	632		8.32892282311209E-09	28695.845987593
14	-20	-6	632		8.32892282311209E-09	28695.845987593
-14	20	6	632		8.32892282311209E-09	28695.845987593
-14	20	-6	632		8.32892282311209E-09	28695.845987593
-14	-20	6	632		8.32892282311209E-09	28695.845987593
-14	-20	-6	632		8.32892282311209E-09	28695.845987593
14	6	20	632		8.32892282311209E-09	28695.845987593
14	6	-20	632		8.32892282311209E-09	28695.845987593
14	-6	20	632		8.32892282311209E-09	28695.845987593
14	-6	-20	632		8.32892282311209E-09	28695.845987593
-14	6	20	632		8.32892282311209E-09	28695.845987593
-14	6	-20	632		8.32892282311209E-09	28695.845987593
-14	-6	20	632		8.32892282311209E-09	28695.845987593
-14	-6	-20	632		8.32892282311209E-09	28695.845987593
20	14	6	632		8.32892282311209E-09	28695.845987593
20	14	-6	632		8.32892282311209E-09	28695.845987593
20	-14	6	632		8.32892282311209E-09	28695.845987593
20	-14	-6	632		8.32892282311209E-09	28695.845987593
-20	14	6	632		8.32892282311209E-09	28695.845987593
-20	14	-6	632		8.32892282311209E-09	28695.845987593
-20	-14	6	632		8.32892282311209E-09	28695.845987593
-20	-14	-6	632		8.32892282311209E-09	28695.845987593
20	6	14	632		8.32892282311209E-09	28695.845987593
20	6	-14	632		8.32892282311209E-09	28695.845987593
20	-6	14	632		8.32892282311209E-09	28695.845987593
20	-6	-14	632		8.32892282311209E-09	28695.845987593
-20	6	14	632		8.32892282311209E-09	28695.845987593
-20	6	-14	632		8.32892282311209E-09	28695.845987593
-20	-6	14	632		8.32892282311209E-09	28695.845987593
-20	-6	-14	632		8.32892282311209E-09	28695.845987593
2	12	22	632		8.32892282311209E-09	28695.845987593
2	12	-22	632		8.32892282311209E-09	28695.845987593
2	-12	22	632		8.32892282311209E-09	28695.845987593
2	-12	-22	632		8.32892282311209E-09	28695.845987593
-2	12	22	632		8.32892282311209E-09	28695.845987593
-2	12	-22	632		8.32892282311209E-09	28695.845987593
-2	-12	22	632		8.32892282311209E-09	28695.845987593
-2	-12	-22	632		8.32892282311209E-09	28695.845987593
22	12	2	632		8.32892282311209E-09	28695.845987593
22	12	-2	632		8.32892282311209E-09	28695.845987593
22	-12	2	632		8.32892282311209E-09	28695.845987593
22	-12	-2	632		8.32892282311209E-09	28695.845987593
-22	12	2	632		8.32892282311209E-09	28695.845987593
-22	12	-2	632		8.32892282311209E-09	28695.845987593
-22	-12	2	632		8.32892282311209E-09	28695.845987593
-22	-12	-2	632		8.32892282311209E-09	28695.845987593
2	22	12	632		8.32892282311209E-09	28695.845987593
2	22	-12	632		8.32892282311209E-09	28695.845987593
2	-22	12	632		8.32892282311209E-09	28695.845987593
2	-22	-12	632		8.32892282311209E-09	28695.845987593
-2	22	12	632		8.32892282311209E-09	28695.845987593
-2	22	-12	632		8.32892282311209E-09	28695.845987593
-2	-22	12	632		8.32892282311209E-09	28695.845987593
-2	-22	-12	632		8.32892282311209E-09	28695.845987593
22	2	12	632		8.32892282311209E-09	28695.845987593
22	2	-12	632		8.32892282311209E-09	28695.845987593
22	-2	12	632		8.32892282311209E-09	28695.845987593
22	-2	-12	632		8.32892282311209E-09	28695.845987593
-22	2	12	632		8.32892282311209E-09	28695.845987593
-22	2	-12	632		8.32892282311209E-09	28695.845987593
-22	-2	12	632		8.32892282311209E-09	28695.845987593
-22	-2	-12	632		8.32892282311209E-09	28695.845987593
6	14	20	632		8.32892282311209E-09	28695.845987593
6	14	-20	632		8.32892282311209E-09	28695.845987593
6	-14	20	632		8.32892282311209E-09	28695.845987593
6	-14	-20	632		8.32892282311209E-09	28695.845987593
-6	14	20	632		8.32892282311209E-09	28695.845987593
-6	14	-20	632		8.32892282311209E-09	28695.845987593
-6	-14	20	632		8.32892282311209E-09	28695.845987593
-6	-14	-20	632		8.32892282311209E-09	28695.845987593
6	20	14	632		8.32892282311209E-09	28695.845987593
6	20	-14	632		8.32892282311209E-09	28695.845987593
6	-20	14	632		8.32892282311209E-09	28695.845987593
6	-20	-14	632		8.32892282311209E-09	28695.845987593
-6	20	14	632		8.32892282311209E-09	28695.845987593
-6	20	-14	632		8.32892282311209E-09	28695.845987593
-6	-20	14	632		8.32892282311209E-09	28695.845987593
-6	-20	-14	632		8.32892282311209E-09	28695.845987593
11	15	17	635		0.000000006	28763.872584802
11	15	-17	635		0.000000006	28763.872584802
11	-15	17	635		0.000000006	28763.872584802
11	-15	-17	635		0.000000006	28763.872584802
-11	15	17	635		0.000000006	28763.872584802
-11	15	-17	635		0.000000006	28763.872584802
-11	-15	17	635		0.000000006	28763.872584802
-11	-15	-17	635		0.000000006	28763.872584802
11	17	15	635		0.000000006	28763.872584802
11	17	-15	635		0.000000006	28763.872584802
11	-17	15	635		0.000000006	28763.872584802
11	-17	-15	635		0.000000006	28763.872584802
-11	17	15	635		0.000000006	28763.872584802
-11	17	-15	635		0.000000006	28763.872584802
-11	-17	15	635		0.000000006	28763.872584802
-11	-17	-15	635		0.000000006	28763.872584802
1	25	3	635		0.000000006	28763.872584802
1	25	-3	635		0.000000006	28763.872584802
1	-25	3	635		0.000000006	28763.872584802
1	-25	-3	635		0.000000006	28763.872584802
-1	25	3	635		0.000000006	28763.872584802
-1	25	-3	635		0.000000006	28763.872584802
-1	-25	3	635		0.000000006	28763.872584802
-1	-25	-3	635		0.000000006	28763.872584802
13	21	5	635		0.000000006	28763.872584802
13	21	-5	635		0.000000006	28763.872584802
13	-21	5	635		0.000000006	28763.872584802
13	-21	-5	635		0.000000006	28763.872584802
-13	21	5	635		0.000000006	28763.872584802
-13	21	-5	635		0.000000006	28763.872584802
-13	-21	5	635		0.000000006	28763.872584802
-13	-21	-5	635		0.000000006	28763.872584802
1	3	25	635		0.000000006	28763.872584802
1	3	-25	635		0.000000006	28763.872584802
1	-3	25	635		0.000000006	28763.872584802
1	-3	-25	635		0.000000006	28763.872584802
-1	3	25	635		0.000000006	28763.872584802
-1	3	-25	635		0.000000006	28763.872584802
-1	-3	25	635		0.000000006	28763.872584802
-1	-3	-25	635		0.000000006	28763.872584802
13	5	21	635		0.000000006	28763.872584802
13	5	-21	635		0.000000006	28763.872584802
13	-5	21	635		0.000000006	28763.872584802
13	-5	-21	635		0.000000006	28763.872584802
-13	5	21	635		0.000000006	28763.872584802
-13	5	-21	635		0.000000006	28763.872584802
-13	-5	21	635		0.000000006	28763.872584802
-13	-5	-21	635		0.000000006	28763.872584802
15	11	17	635		0.000000006	28763.872584802
15	11	-17	635		0.000000006	28763.872584802
15	-11	17	635		0.000000006	28763.872584802
15	-11	-17	635		0.000000006	28763.872584802
-15	11	17	635		0.000000006	28763.872584802
-15	11	-17	635		0.000000006	28763.872584802
-15	-11	17	635		0.000000006	28763.872584802
-15	-11	-17	635		0.000000006	28763.872584802
15	17	11	635		0.000000006	28763.872584802
15	17	-11	635		0.000000006	28763.872584802
15	-17	11	635		0.000000006	28763.872584802
15	-17	-11	635		0.000000006	28763.872584802
-15	17	11	635		0.000000006	28763.872584802
-15	17	-11	635		0.000000006	28763.872584802
-15	-17	11	635		0.000000006	28763.872584802
-15	-17	-11	635		0.000000006	28763.872584802
15	19	7	635		0.000000006	28763.872584802
15	19	-7	635		0.000000006	28763.872584802
15	-19	7	635		0.000000006	28763.872584802
15	-19	-7	635		0.000000006	28763.872584802
-15	19	7	635		0.000000006	28763.872584802
-15	19	-7	635		0.000000006	28763.872584802
-15	-19	7	635		0.000000006	28763.872584802
-15	-19	-7	635		0.000000006	28763.872584802
15	7	19	635		0.000000006	28763.872584802
15	7	-19	635		0.000000006	28763.872584802
15	-7	19	635		0.000000006	28763.872584802
15	-7	-19	635		0.000000006	28763.872584802
-15	7	19	635		0.000000006	28763.872584802
-15	7	-19	635		0.000000006	28763.872584802
-15	-7	19	635		0.000000006	28763.872584802
-15	-7	-19	635		0.000000006	28763.872584802
17	11	15	635		0.000000006	28763.872584802
17	11	-15	635		0.000000006	28763.872584802
17	-11	15	635		0.000000006	28763.872584802
17	-11	-15	635		0.000000006	28763.872584802
-17	11	15	635		0.000000006	28763.872584802
-17	11	-15	635		0.000000006	28763.872584802
-17	-11	15	635		0.000000006	28763.872584802
-17	-11	-15	635		0.000000006	28763.872584802
17	15	11	635		0.000000006	28763.872584802
17	15	-11	635		0.000000006	28763.872584802
17	-15	11	635		0.000000006	28763.872584802
17	-15	-11	635		0.000000006	28763.872584802
-17	15	11	635		0.000000006	28763.872584802
-17	15	-11	635		0.000000006	28763.872584802
-17	-15	11	635		0.000000006	28763.872584802
-17	-15	-11	635		0.000000006	28763.872584802
19	15	7	635		0.000000006	28763.872584802
19	15	-7	635		0.000000006	28763.872584802
19	-15	7	635		0.000000006	28763.872584802
19	-15	-7	635		0.000000006	28763.872584802
-19	15	7	635		0.000000006	28763.872584802
-19	15	-7	635		0.000000006	28763.872584802
-19	-15	7	635		0.000000006	28763.872584802
-19	-15	-7	635		0.000000006	28763.872584802
19	7	15	635		0.000000006	28763.872584802
19	7	-15	635		0.000000006	28763.872584802
19	-7	15	635		0.000000006	28763.872584802
19	-7	-15	635		0.000000006	28763.872584802
-19	7	15	635		0.000000006	28763.872584802
-19	7	-15	635		0.000000006	28763.872584802
-19	-7	15	635		0.000000006	28763.872584802
-19	-7	-15	635		0.000000006	28763.872584802
21	13	5	635		0.000000006	28763.872584802
21	13	-5	635		0.000000006	28763.872584802
21	-13	5	635		0.000000006	28763.872584802
21	-13	-5	635		0.000000006	28763.872584802
-21	13	5	635		0.000000006	28763.872584802
-21	13	-5	635		0.000000006	28763.872584802
-21	-13	5	635		0.000000006	28763.872584802
-21	-13	-5	635		0.000000006	28763.872584802
21	5	13	635		0.000000006	28763.872584802
21	5	-13	635		0.000000006	28763.872584802
21	-5	13	635		0.000000006	28763.872584802
21	-5	-13	635		0.000000006	28763.872584802
-21	5	13	635		0.000000006	28763.872584802
-21	5	-13	635		0.000000006	28763.872584802
-21	-5	13	635		0.000000006	28763.872584802
-21	-5	-13	635		0.000000006	28763.872584802
23	5	9	635		0.000000006	28763.872584802
23	5	-9	635		0.000000006	28763.872584802
23	-5	9	635		0.000000006	28763.872584802
23	-5	-9	635		0.000000006	28763.872584802
-23	5	9	635		0.000000006	28763.872584802
-23	5	-9	635		0.000000006	28763.872584802
-23	-5	9	635		0.000000006	28763.872584802
-23	-5	-9	635		0.000000006	28763.872584802
23	9	5	635		0.000000006	28763.872584802
23	9	-5	635		0.000000006	28763.872584802
23	-9	5	635		0.000000006	28763.872584802
23	-9	-5	635		0.000000006	28763.872584802
-23	9	5	635		0.000000006	28763.872584802
-23	9	-5	635		0.000000006	28763.872584802
-23	-9	5	635		0.000000006	28763.872584802
-23	-9	-5	635		0.000000006	28763.872584802
25	1	3	635		0.000000006	28763.872584802
25	1	-3	635		0.000000006	28763.872584802
25	-1	3	635		0.000000006	28763.872584802
25	-1	-3	635		0.000000006	28763.872584802
-25	1	3	635		0.000000006	28763.872584802
-25	1	-3	635		0.000000006	28763.872584802
-25	-1	3	635		0.000000006	28763.872584802
-25	-1	-3	635		0.000000006	28763.872584802
25	3	1	635		0.000000006	28763.872584802
25	3	-1	635		0.000000006	28763.872584802
25	-3	1	635		0.000000006	28763.872584802
25	-3	-1	635		0.000000006	28763.872584802
-25	3	1	635		0.000000006	28763.872584802
-25	3	-1	635		0.000000006	28763.872584802
-25	-3	1	635		0.000000006	28763.872584802
-25	-3	-1	635		0.000000006	28763.872584802
3	1	25	635		0.000000006	28763.872584802
3	1	-25	635		0.000000006	28763.872584802
3	-1	25	635		0.000000006	28763.872584802
3	-1	-25	635		0.000000006	28763.872584802
-3	1	25	635		0.000000006	28763.872584802
-3	1	-25	635		0.000000006	28763.872584802
-3	-1	25	635		0.000000006	28763.872584802
-3	-1	-25	635		0.000000006	28763.872584802
3	25	1	635		0.000000006	28763.872584802
3	25	-1	635		0.000000006	28763.872584802
3	-25	1	635		0.000000006	28763.872584802
3	-25	-1	635		0.000000006	28763.872584802
-3	25	1	635		0.000000006	28763.872584802
-3	25	-1	635		0.000000006	28763.872584802
-3	-25	1	635		0.000000006	28763.872584802
-3	-25	-1	635		0.000000006	28763.872584802
5	13	21	635		0.000000006	28763.872584802
5	13	-21	635		0.000000006	28763.872584802
5	-13	21	635		0.000000006	28763.872584802
5	-13	-21	635		0.000000006	28763.872584802
-5	13	21	635		0.000000006	28763.872584802
-5	13	-21	635		0.000000006	28763.872584802
-5	-13	21	635		0.000000006	28763.872584802
-5	-13	-21	635		0.000000006	28763.872584802
5	21	13	635		0.000000006	28763.872584802
5	21	-13	635		0.000000006	28763.872584802
5	-21	13	635		0.000000006	28763.872584802
5	-21	-13	635		0.000000006	28763.872584802
-5	21	13	635		0.000000006	28763.872584802
-5	21	-13	635		0.000000006	28763.872584802
-5	-21	13	635		0.000000006	28763.872584802
-5	-21	-13	635		0.000000006	28763.872584802
5	23	9	635		0.000000006	28763.872584802
5	23	-9	635		0.000000006	28763.872584802
5	-23	9	635		0.000000006	28763.872584802
5	-23	-9	635		0.000000006	28763.872584802
-5	23	9	635		0.000000006	28763.872584802
-5	23	-9	635		0.000000006	28763.872584802
-5	-23	9	635		0.000000006	28763.872584802
-5	-23	-9	635		0.000000006	28763.872584802
5	9	23	635		0.000000006	28763.872584802
5	9	-23	635		0.000000006	28763.872584802
5	-9	23	635		0.000000006	28763.872584802
5	-9	-23	635		0.000000006	28763.872584802
-5	9	23	635		0.000000006	28763.872584802
-5	9	-23	635		0.000000006	28763.872584802
-5	-9	23	635		0.000000006	28763.872584802
-5	-9	-23	635		0.000000006	28763.872584802
7	15	19	635		0.000000006	28763.872584802
7	15	-19	635		0.000000006	28763.872584802
7	-15	19	635		0.000000006	28763.872584802
7	-15	-19	635		0.000000006	28763.872584802
-7	15	19	635		0.000000006	28763.872584802
-7	15	-19	635		0.000000006	28763.872584802
-7	-15	19	635		0.000000006	28763.872584802
-7	-15	-19	635		0.000000006	28763.872584802
7	19	15	635		0.000000006	28763.872584802
7	19	-15	635		0.000000006	28763.872584802
7	-19	15	635		0.000000006	28763.872584802
7	-19	-15	635		0.000000006	28763.872584802
-7	19	15	635		0.000000006	28763.872584802
-7	19	-15	635		0.000000006	28763.872584802
-7	-19	15	635		0.000000006	28763.872584802
-7	-19	-15	635		0.000000006	28763.872584802
9	23	5	635		0.000000006	28763.872584802
9	23	-5	635		0.000000006	28763.872584802
9	-23	5	635		0.000000006	28763.872584802
9	-23	-5	635		0.000000006	28763.872584802
-9	23	5	635		0.000000006	28763.872584802
-9	23	-5	635		0.000000006	28763.872584802
-9	-23	5	635		0.000000006	28763.872584802
-9	-23	-5	635		0.000000006	28763.872584802
9	5	23	635		0.000000006	28763.872584802
9	5	-23	635		0.000000006	28763.872584802
9	-5	23	635		0.000000006	28763.872584802
9	-5	-23	635		0.000000006	28763.872584802
-9	5	23	635		0.000000006	28763.872584802
-9	5	-23	635		0.000000006	28763.872584802
-9	-5	23	635		0.000000006	28763.872584802
-9	-5	-23	635		0.000000006	28763.872584802
0	24	8	640		7.93039783624781E-09	28876.8941305413
0	24	-8	640		7.93039783624781E-09	28876.8941305413
0	-24	8	640		7.93039783624781E-09	28876.8941305413
0	-24	-8	640		7.93039783624781E-09	28876.8941305413
0	8	24	640		7.93039783624781E-09	28876.8941305413
0	8	-24	640		7.93039783624781E-09	28876.8941305413
0	-8	24	640		7.93039783624781E-09	28876.8941305413
0	-8	-24	640		7.93039783624781E-09	28876.8941305413
24	0	8	640		7.93039783624781E-09	28876.8941305413
24	0	-8	640		7.93039783624781E-09	28876.8941305413
-24	0	8	640		7.93039783624781E-09	28876.8941305413
-24	0	-8	640		7.93039783624781E-09	28876.8941305413
24	8	0	640		7.93039783624781E-09	28876.8941305413
24	-8	0	640		7.93039783624781E-09	28876.8941305413
-24	8	0	640		7.93039783624781E-09	28876.8941305413
-24	-8	0	640		7.93039783624781E-09	28876.8941305413
8	0	24	640		7.93039783624781E-09	28876.8941305413
8	0	-24	640		7.93039783624781E-09	28876.8941305413
-8	0	24	640		7.93039783624781E-09	28876.8941305413
-8	0	-24	640		7.93039783624781E-09	28876.8941305413
8	24	0	640		7.93039783624781E-09	28876.8941305413
8	-24	0	640		7.93039783624781E-09	28876.8941305413
-8	24	0	640		7.93039783624781E-09	28876.8941305413
-8	-24	0	640		7.93039783624781E-09	28876.8941305413
11	21	9	643		5.70069673791152E-09	28944.4952237477
11	21	-9	643		5.70069673791152E-09	28944.4952237477
11	-21	9	643		5.70069673791152E-09	28944.4952237477
11	-21	-9	643		5.70069673791152E-09	28944.4952237477
-11	21	9	643		5.70069673791152E-09	28944.4952237477
-11	21	-9	643		5.70069673791152E-09	28944.4952237477
-11	-21	9	643		5.70069673791152E-09	28944.4952237477
-11	-21	-9	643		5.70069673791152E-09	28944.4952237477
11	9	21	643		5.70069673791152E-09	28944.4952237477
11	9	-21	643		5.70069673791152E-09	28944.4952237477
11	-9	21	643		5.70069673791152E-09	28944.4952237477
11	-9	-21	643		5.70069673791152E-09	28944.4952237477
-11	9	21	643		5.70069673791152E-09	28944.4952237477
-11	9	-21	643		5.70069673791152E-09	28944.4952237477
-11	-9	21	643		5.70069673791152E-09	28944.4952237477
-11	-9	-21	643		5.70069673791152E-09	28944.4952237477
21	11	9	643		5.70069673791152E-09	28944.4952237477
21	11	-9	643		5.70069673791152E-09	28944.4952237477
21	-11	9	643		5.70069673791152E-09	28944.4952237477
21	-11	-9	643		5.70069673791152E-09	28944.4952237477
-21	11	9	643		5.70069673791152E-09	28944.4952237477
-21	11	-9	643		5.70069673791152E-09	28944.4952237477
-21	-11	9	643		5.70069673791152E-09	28944.4952237477
-21	-11	-9	643		5.70069673791152E-09	28944.4952237477
21	9	11	643		5.70069673791152E-09	28944.4952237477
21	9	-11	643		5.70069673791152E-09	28944.4952237477
21	-9	11	643		5.70069673791152E-09	28944.4952237477
21	-9	-11	643		5.70069673791152E-09	28944.4952237477
-21	9	11	643		5.70069673791152E-09	28944.4952237477
-21	9	-11	643		5.70069673791152E-09	28944.4952237477
-21	-9	11	643		5.70069673791152E-09	28944.4952237477
-21	-9	-11	643		5.70069673791152E-09	28944.4952237477
25	3	3	643		5.70069673791152E-09	28944.4952237477
25	3	-3	643		5.70069673791152E-09	28944.4952237477
25	-3	3	643		5.70069673791152E-09	28944.4952237477
25	-3	-3	643		5.70069673791152E-09	28944.4952237477
-25	3	3	643		5.70069673791152E-09	28944.4952237477
-25	3	-3	643		5.70069673791152E-09	28944.4952237477
-25	-3	3	643		5.70069673791152E-09	28944.4952237477
-25	-3	-3	643		5.70069673791152E-09	28944.4952237477
3	25	3	643		5.70069673791152E-09	28944.4952237477
3	25	-3	643		5.70069673791152E-09	28944.4952237477
3	-25	3	643		5.70069673791152E-09	28944.4952237477
3	-25	-3	643		5.70069673791152E-09	28944.4952237477
-3	25	3	643		5.70069673791152E-09	28944.4952237477
-3	25	-3	643		5.70069673791152E-09	28944.4952237477
-3	-25	3	643		5.70069673791152E-09	28944.4952237477
-3	-25	-3	643		5.70069673791152E-09	28944.4952237477
3	3	25	643		5.70069673791152E-09	28944.4952237477
3	3	-25	643		5.70069673791152E-09	28944.4952237477
3	-3	25	643		5.70069673791152E-09	28944.4952237477
3	-3	-25	643		5.70069673791152E-09	28944.4952237477
-3	3	25	643		5.70069673791152E-09	28944.4952237477
-3	3	-25	643		5.70069673791152E-09	28944.4952237477
-3	-3	25	643		5.70069673791152E-09	28944.4952237477
-3	-3	-25	643		5.70069673791152E-09	28944.4952237477
9	11	21	643		5.70069673791152E-09	28944.4952237477
9	11	-21	643		5.70069673791152E-09	28944.4952237477
9	-11	21	643		5.70069673791152E-09	28944.4952237477
9	-11	-21	643		5.70069673791152E-09	28944.4952237477
-9	11	21	643		5.70069673791152E-09	28944.4952237477
-9	11	-21	643		5.70069673791152E-09	28944.4952237477
-9	-11	21	643		5.70069673791152E-09	28944.4952237477
-9	-11	-21	643		5.70069673791152E-09	28944.4952237477
9	21	11	643		5.70069673791152E-09	28944.4952237477
9	21	-11	643		5.70069673791152E-09	28944.4952237477
9	-21	11	643		5.70069673791152E-09	28944.4952237477
9	-21	-11	643		5.70069673791152E-09	28944.4952237477
-9	21	11	643		5.70069673791152E-09	28944.4952237477
-9	21	-11	643		5.70069673791152E-09	28944.4952237477
-9	-21	11	643		5.70069673791152E-09	28944.4952237477
-9	-21	-11	643		5.70069673791152E-09	28944.4952237477
0	18	18	648		7.57154765707428E-09	29056.8142147298
0	18	-18	648		7.57154765707428E-09	29056.8142147298
0	-18	18	648		7.57154765707428E-09	29056.8142147298
0	-18	-18	648		7.57154765707428E-09	29056.8142147298
10	22	8	648		7.57154765707428E-09	29056.8142147298
10	22	-8	648		7.57154765707428E-09	29056.8142147298
10	-22	8	648		7.57154765707428E-09	29056.8142147298
10	-22	-8	648		7.57154765707428E-09	29056.8142147298
-10	22	8	648		7.57154765707428E-09	29056.8142147298
-10	22	-8	648		7.57154765707428E-09	29056.8142147298
-10	-22	8	648		7.57154765707428E-09	29056.8142147298
-10	-22	-8	648		7.57154765707428E-09	29056.8142147298
10	8	22	648		7.57154765707428E-09	29056.8142147298
10	8	-22	648		7.57154765707428E-09	29056.8142147298
10	-8	22	648		7.57154765707428E-09	29056.8142147298
10	-8	-22	648		7.57154765707428E-09	29056.8142147298
-10	8	22	648		7.57154765707428E-09	29056.8142147298
-10	8	-22	648		7.57154765707428E-09	29056.8142147298
-10	-8	22	648		7.57154765707428E-09	29056.8142147298
-10	-8	-22	648		7.57154765707428E-09	29056.8142147298
14	14	16	648		7.57154765707428E-09	29056.8142147298
14	14	-16	648		7.57154765707428E-09	29056.8142147298
14	-14	16	648		7.57154765707428E-09	29056.8142147298
14	-14	-16	648		7.57154765707428E-09	29056.8142147298
-14	14	16	648		7.57154765707428E-09	29056.8142147298
-14	14	-16	648		7.57154765707428E-09	29056.8142147298
-14	-14	16	648		7.57154765707428E-09	29056.8142147298
-14	-14	-16	648		7.57154765707428E-09	29056.8142147298
14	16	14	648		7.57154765707428E-09	29056.8142147298
14	16	-14	648		7.57154765707428E-09	29056.8142147298
14	-16	14	648		7.57154765707428E-09	29056.8142147298
14	-16	-14	648		7.57154765707428E-09	29056.8142147298
-14	16	14	648		7.57154765707428E-09	29056.8142147298
-14	16	-14	648		7.57154765707428E-09	29056.8142147298
-14	-16	14	648		7.57154765707428E-09	29056.8142147298
-14	-16	-14	648		7.57154765707428E-09	29056.8142147298
16	14	14	648		7.57154765707428E-09	29056.8142147298
16	14	-14	648		7.57154765707428E-09	29056.8142147298
16	-14	14	648		7.57154765707428E-09	29056.8142147298
16	-14	-14	648		7.57154765707428E-09	29056.8142147298
-16	14	14	648		7.57154765707428E-09	29056.8142147298
-16	14	-14	648		7.57154765707428E-09	29056.8142147298
-16	-14	14	648		7.57154765707428E-09	29056.8142147298
-16	-14	-14	648		7.57154765707428E-09	29056.8142147298
18	0	18	648		7.57154765707428E-09	29056.8142147298
18	0	-18	648		7.57154765707428E-09	29056.8142147298
-18	0	18	648		7.57154765707428E-09	29056.8142147298
-18	0	-18	648		7.57154765707428E-09	29056.8142147298
18	18	0	648		7.57154765707428E-09	29056.8142147298
